Month,CBSACode,CBSATitle,Nielsen HH Rank,Hotness Rank ,Hotness Rank M/M,Hotness Rank Y/Y,Hotness Score,Supply Score,Demand Score,Median DOM,Median DOM M/M,Median DOM M/M Perc,Median DOM Y/Y,Median DOM Y/Y Perc,Median DOM (vs US),Views Per Property M/M,Views Per Property Y/Y,Views Per Property  (vs US),Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Median Listing Price  (vs US),Quality Flag
201812,11260,"Anchorage, AK",140,275,-3,-11,12.876254,19.06354515,6.688963211,100,11,0.1236,6,0.0638,20,0.125,0.3333,0.5902,299900,-0.0003,0.0523,1.0377,0
201812,13820,"Birmingham-Hoover, AL",49,168,-8,57,46.488294,39.7993311,53.17725753,86,8.5,0.1097,-12,-0.1224,6,-0.0496,0.5581,1.0984,219900,0,0.1078,0.7609,0
201812,20100,"Dover, DE",251,235,-6,17,25.752508,9.364548495,42.14046823,110,12,0.1224,3,0.028,30,-0.0164,0.3953,0.9836,259900,-0.0094,0.0834,0.8993,0
201812,17200,"Claremont-Lebanon, NH-VT",195,286,-3,4,9.197324,0.334448161,18.06020067,142,13.5,0.1051,-11,-0.0719,62,-0.0316,0.3143,0.7541,259000,0,0.0796,0.8962,0
201812,24540,"Greeley, CO",177,142,-2,-59,54.013378,88.9632107,19.06354515,61,10,0.1961,1,0.0167,-19,0.0108,-0.0962,0.7705,390000,-0.0001,0.01,1.3495,0
201812,19300,"Daphne-Fairhope-Foley, AL",208,277,2,-6,11.371237,14.3812709,8.361204013,103,4,0.0404,2,0.0198,23,-0.1084,0.1212,0.6066,329000,-0.001,0.0313,1.1384,0
201812,41700,"San Antonio-New Braunfels, TX",27,57,23,-12,75.083612,68.22742475,81.93979933,71,5,0.0758,0,0,-9,0.0169,0.1688,1.4754,284990,0.0008,0.0178,0.9861,0
201812,22220,"Fayetteville-Springdale-Rogers, AR-MO",105,158,-6,-14,48.662207,38.1270903,59.19732441,87,11.5,0.1523,5,0.061,7,0,0.1864,1.1475,272500,-0.0037,0.0501,0.9429,0
201812,45780,"Toledo, OH",85,76,-4,36,69.899666,68.22742475,71.57190635,71,9.5,0.1545,-4,-0.0533,-9,-0.0244,0.3115,1.3115,134900,-0.0037,0.0879,0.4668,0
201812,24340,"Grand Rapids-Wyoming, MI",53,65,-24,-32,73.076923,76.92307692,69.23076923,67,14.5,0.2762,1,0.0152,-13,-0.0429,0.0263,1.2787,279900,0.0043,0.12,0.9685,0
201812,11700,"Asheville, NC",106,187,-17,-14,38.963211,11.0367893,66.88963211,108,16,0.1739,12,0.125,28,-0.0446,0.1538,1.2295,374900,-0.0003,0.0742,1.2972,0
201812,25420,"Harrisburg-Carlisle, PA",91,98,3,38,63.377926,33.44481605,93.31103679,89,8.5,0.1056,-4,-0.043,9,-0.0329,0.3919,1.6885,217000,0.0111,0.1427,0.7509,0
201812,14020,"Bloomington, IN",244,193,12,24,36.622074,39.7993311,33.44481605,86,8.25,0.1061,-9,-0.0947,6,0.028,0.25,0.9016,269900,0,0.0996,0.9339,0
201812,25620,"Hattiesburg, MS",280,224,-7,-19,29.765886,31.43812709,28.09364548,90.5,9.5,0.1173,2.5,0.0284,10.5,0.0095,0.1522,0.8689,179950,-0.0297,0.0003,0.6227,0
201812,22420,"Flint, MI",121,59,8,20,74.247492,73.91304348,74.5819398,68,9,0.1525,-9,-0.1169,-12,0.0375,0.0641,1.3607,149900,-0.0625,-0.0295,0.5187,0
201812,29340,"Lake Charles, LA",213,284,3,-28,9.364548,16.05351171,2.675585284,102,5.5,0.057,12,0.1333,22,0.0164,0.1071,0.5082,234900,-0.0015,0.0125,0.8128,0
201812,29200,"Lafayette-West Lafayette, IN",210,29,-17,33,82.441472,76.92307692,87.95986622,67,14,0.2642,-6,-0.0822,-13,-0.0303,0.2468,1.5738,192500,0.0218,0.1,0.6661,0
201812,35980,"Norwich-New London, CT",172,218,-23,-14,31.103679,13.71237458,48.49498328,104,13,0.1429,10,0.1064,24,-0.0647,0.3,1.0656,269000,-0.0216,-0.0218,0.9308,0
201812,46700,"Vallejo-Fairfield, CA",131,11,3,-8,89.297659,93.64548495,84.94983278,58,12.5,0.2747,13,0.2889,-22,0.0629,-0.1308,1.5246,449000,-0.0022,0.0205,1.5536,0
201812,36540,"Omaha-Council Bluffs, NE-IA",57,39,-6,-2,79.431438,95.31772575,63.5451505,55,11.5,0.2644,-2,-0.0351,-25,-0.0331,0.1406,1.1967,279000,0.0355,0.0788,0.9654,0
201812,49340,"Worcester, MA-CT",58,41,-7,0,79.264214,64.88294314,93.64548495,72,11,0.1803,0,0,-8,-0.0283,0.2118,1.6885,299900,0,0.0749,1.0377,0
201812,41060,"St. Cloud, MN",223,179,-38,40,42.809365,42.47491639,43.14381271,85,21,0.3281,-15,-0.15,5,0,0.2708,1,225000,-0.002,0.0981,0.7785,0
201812,14010,"Bloomington, IL",224,221,-7,-12,29.93311,27.75919732,32.10702341,94,9,0.1059,3,0.033,14,-0.0357,0.1739,0.8852,149900,-0.036,-0.0625,0.5187,0
201812,16620,"Charleston, WV",190,184,32,79,40.301003,16.05351171,64.54849498,102,4.5,0.0462,2,0.02,22,0.1385,1,1.2131,140000,-0.0278,-0.0085,0.4844,0
201812,16300,"Cedar Rapids, IA",169,183,-3,-23,40.301003,62.87625418,17.72575251,73,9.5,0.1496,4,0.058,-7,0.011,0.15,0.7541,207000,0.0337,0.0952,0.7163,0
201812,20740,"Eau Claire, WI",242,182,-35,21,40.468227,33.44481605,47.4916388,89,21,0.3088,-13.5,-0.1317,9,-0.0226,0.1207,1.0656,227825,0.013,0.1065,0.7883,0
201812,19820,"Detroit-Warren-Dearborn, MI",12,13,-4,4,88.12709,91.63879599,84.61538462,59,11.5,0.2421,-2,-0.0328,-21,-0.0265,-0.0213,1.5082,220000,-0.0276,0.0633,0.7612,0
201812,24580,"Green Bay, WI",157,159,-2,42,48.662207,43.14381271,54.18060201,84,15.5,0.2263,-10,-0.1064,4,0.0625,0.3333,1.1148,215000,-0.009,0.0243,0.7439,0
201812,22520,"Florence-Muscle Shoals, AL",263,283,-8,-13,10.033445,19.06354515,1.003344482,100,11.5,0.1299,6,0.0638,20,-0.0794,0.2083,0.4754,179000,-0.0051,0.0655,0.6194,0
201812,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",35,16,8,9,87.458194,97.65886288,77.25752508,52,6.5,0.1429,6,0.1304,-28,0.0241,0.1972,1.3934,349900,0,-0.0213,1.2107,0
201812,25540,"Hartford-West Hartford-East Hartford, CT",48,115,-3,-7,60.702341,39.7993311,81.60535117,86,10.5,0.1391,4,0.0488,6,0.0056,0.2192,1.459,259900,-0.0266,0,0.8993,0
201812,39820,"Redding, CA",227,177,-1,-44,43.478261,53.17725753,33.77926421,76,7.5,0.1095,0,0,-4,0.0092,-0.0179,0.9016,329000,-0.0134,0.0284,1.1384,0
201812,29540,"Lancaster, PA",103,74,-25,36,70.735786,53.17725753,88.29431438,76,10.5,0.1603,-7,-0.0843,-4,-0.0857,0.28,1.5738,272990,0.0207,0.0785,0.9446,0
201812,40340,"Rochester, MN",202,96,4,4,63.545151,49.49832776,77.59197324,79,8.5,0.1206,-3,-0.0366,-1,0.0118,0.1169,1.4098,275000,0.0004,-0.0143,0.9516,0
201812,31420,"Macon, GA",199,263,5,-50,17.725753,20.73578595,14.71571906,99.5,6,0.0642,16.5,0.1988,19.5,0.0244,0.1053,0.6885,159000,-0.0302,0.0817,0.5502,0
201812,49740,"Yuma, AZ",245,163,6,7,48.160535,60.2006689,36.12040134,74,4.5,0.0647,6,0.0882,-6,-0.0345,0.5135,0.918,223950,0.018,0.1226,0.7749,0
201812,32780,"Medford, OR",200,186,10,-38,39.130435,39.7993311,38.46153846,86,10,0.1316,3,0.0361,6,0.0179,-0.05,0.9344,399900,-0.0003,0.0023,1.3837,0
201812,12220,"Auburn-Opelika, AL",258,274,12,-29,13.545151,16.05351171,11.0367893,102,-1,-0.0097,6.5,0.0681,22,0.0127,0.0526,0.6557,281200,0.007,0.0611,0.973,0
201812,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",173,90,5,-22,66.38796,62.87625418,69.89966555,73,5.5,0.0815,-4,-0.0519,-7,-0.0651,-0.0247,1.2951,683000,-0.0229,-0.0514,2.3633,0
201812,17300,"Clarksville, TN-KY",174,189,-5,-35,38.795987,57.19063545,20.40133779,75,9.75,0.1494,10,0.1538,-5,0,0.2973,0.7869,215000,0.0001,0.0914,0.7439,0
201812,45500,"Texarkana, TX-AR",285,242,-2,16,24.247492,25.4180602,23.07692308,95,10.5,0.1243,-9.5,-0.0909,15,0,0.2195,0.8197,155000,-0.0309,0.1486,0.5363,0
201812,22020,"Fargo, ND-MN",184,230,1,7,27.257525,38.1270903,16.38795987,87,10.5,0.1373,-6,-0.0645,7,0.0353,0.1579,0.7213,249900,0,-0.0078,0.8647,0
201812,46220,"Tuscaloosa, AL",191,244,-10,13,24.080268,29.43143813,18.72909699,93,13.75,0.1735,-7,-0.07,13,0.0108,0.2051,0.7705,209900,-0.0077,0.1053,0.7263,0
201812,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",15,69,2,-23,72.408027,82.60869565,62.20735786,65,13.5,0.2621,-2,-0.0299,-15,0.0511,0.0435,1.1803,339900,0.018,0.0303,1.1761,0
201812,12060,"Atlanta-Sandy Springs-Roswell, GA",9,92,29,-3,65.886288,88.9632107,42.80936455,61,6,0.1091,-4,-0.0615,-19,0.0714,0.1111,0.9836,311427,-0.0113,0.0384,1.0776,0
201812,46340,"Tyler, TX",205,58,5,43,75.083612,53.17725753,96.98996656,76,4.25,0.0592,-10.5,-0.1214,-4,-0.0342,0.3951,1.8525,278900,0.0315,0.0142,0.9651,0
201812,12700,"Barnstable Town, MA",189,228,-16,20,27.926421,25.4180602,30.43478261,95,14,0.1728,-8,-0.0777,15,-0.0093,0.2619,0.8689,525000,0,-0.0455,1.8166,0
201812,46540,"Utica-Rome, NY",162,249,-29,-2,23.244147,21.40468227,25.08361204,99,9,0.1,3,0.0313,19,-0.113,0.3421,0.8361,129500,-0.0377,0.0039,0.4481,0
201812,30780,"Little Rock-North Little Rock-Conway, AR",72,178,1,7,42.976589,50.8361204,35.11705686,78,8.5,0.1223,-2,-0.025,-2,0.0185,0.2791,0.9016,179900,-0.0181,0.0582,0.6225,0
201812,15180,"Brownsville-Harlingen, TX",158,297,-4,0,5.183946,0,10.36789298,149,10.75,0.0778,13.5,0.0996,69,-0.037,0.3448,0.6393,205500,-0.0167,0.0275,0.7111,0
201812,38860,"Portland-South Portland, ME",97,105,0,29,61.87291,27.75919732,95.98662207,94,12.5,0.1534,-6,-0.06,14,-0.0485,0.2414,1.7705,345000,-0.0267,0.015,1.1938,0
201812,15500,"Burlington, NC",262,77,15,139,69.732441,53.17725753,86.28762542,76,3.5,0.0483,-30,-0.283,-4,0.0106,0.8627,1.5574,245000,0.0169,0.1562,0.8478,0
201812,42340,"Savannah, GA",141,204,18,34,34.448161,38.1270903,30.76923077,87,6.25,0.0774,-9,-0.0938,7,0.0291,0.2927,0.8689,259900,0,0.0396,0.8993,0
201812,21060,"Elizabethtown-Fort Knox, KY",283,211,-17,-24,33.61204,43.81270903,23.41137124,83,12.25,0.1731,4,0.0506,3,-0.0291,0.1628,0.8197,198900,-0.0055,0.1707,0.6882,0
201812,44700,"Stockton-Lodi, CA",95,10,8,-5,89.632107,96.65551839,82.60869565,54,8,0.1739,6,0.125,-26,0.0581,-0.0808,1.4918,399000,0.0067,0.0364,1.3806,0
201812,28020,"Kalamazoo-Portage, MI",149,111,-12,36,61.036789,57.19063545,64.88294314,75,10.5,0.1628,-7,-0.0854,-5,0.0068,0.2542,1.2131,235900,-0.0117,0.0872,0.8163,0
201812,46520,"Urban Honolulu, HI",65,197,12,-25,35.618729,64.88294314,6.35451505,72,6,0.0909,4,0.0588,-8,0,-0.0278,0.5738,699000,0.0011,0,2.4187,0
201812,28420,"Kennewick-Richland, WA",185,35,19,1,80.267559,82.60869565,77.9264214,65,12,0.2264,6,0.1017,-15,0.1467,0.2464,1.4098,330000,0.0003,0.0002,1.1419,0
201812,47380,"Waco, TX",186,61,-3,-40,73.913043,49.49832776,98.3277592,79,8,0.1127,12,0.1791,-1,0.0656,0.0156,2.1311,199900,0.0023,0.0096,0.6917,0
201812,33660,"Mobile, AL",123,239,3,11,24.749164,29.43143813,20.06688963,93,6,0.069,-2,-0.0211,13,-0.0303,0.3333,0.7869,169000,-0.0053,0.0249,0.5848,0
201812,10420,"Akron, OH",74,19,12,50,86.956522,81.60535117,92.30769231,66,7,0.1186,-4,-0.0571,-14,0.0101,0.4925,1.6393,149900,-0.0452,0.0458,0.5187,0
201812,34940,"Naples-Immokalee-Marco Island, FL",137,282,14,17,10.033445,18.39464883,1.672240803,101,-4.5,-0.0427,-20,-0.1653,21,-0.0476,0.2,0.4918,459900,0.002,-0.0318,1.5913,0
201812,20260,"Duluth, MN-WI",163,210,-8,23,33.61204,6.35451505,60.86956522,116,19.5,0.2021,-2,-0.0169,36,0.0143,0.3922,1.1639,179900,-0.0276,0.0903,0.6225,0
201812,44220,"Springfield, OH",297,116,-32,16,60.535117,53.17725753,67.89297659,76,15.5,0.2562,-1,-0.013,-4,0.027,0.3103,1.2459,109500,-0.0197,-0.0045,0.3789,0
